Time	Early	Early	Late	Late	Late	Late	Late	Late	Late	Late	Late	Late	Early	Early	Early	Early	Early	Early	Early
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae|Candidatus_Saccharimonas	0.0000000000	0.0061789914	0.0010281719	0.0000000000	0.0011914218	0.0028669725	0.0005154639	0.0007733952	0.0013839766	0.0018117765	0.0006570919	0.0000000000	0.0003564004	0.0027317429	0.0048439182	0.0023955682	0.0042684373	0.0028590279	0.0016625104
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae|Candidatus_Saccharimonas|NA	0.0000000000	0.0061789914	0.0010281719	0.0000000000	0.0011914218	0.0028669725	0.0005154639	0.0007733952	0.0013839766	0.0018117765	0.0006570919	0.0000000000	0.0003564004	0.0027317429	0.0048439182	0.0023955682	0.0042684373	0.0028590279	0.0016625104
Bacteria|Proteobacteria	0.0018382353	0.0031891569	0.0000000000	0.0000000000	0.0000000000	0.0005733945	0.0018900344	0.0000000000	0.0003844380	0.0005032713	0.0000000000	0.0000000000	0.0030888031	0.0003642324	0.0016146394	0.0035933523	0.0023713540	0.0074774577	0.0041562760
Bacteria|Proteobacteria|Alphaproteobacteria	0.0006127451	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0019008019	0.0003642324	0.0000000000	0.0028447372	0.0018970832	0.0057180559	0.0031587697
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales	0.0006127451	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0019008019	0.0003642324	0.0000000000	0.0028447372	0.0018970832	0.0057180559	0.0031587697
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria	0.0006127451	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0019008019	0.0003642324	0.0000000000	0.0028447372	0.0018970832	0.0057180559	0.0031587697
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|NA	0.0006127451	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0019008019	0.0003642324	0.0000000000	0.0028447372	0.0018970832	0.0057180559	0.0031587697
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|NA|NA	0.0006127451	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0019008019	0.0003642324	0.0000000000	0.0028447372	0.0018970832	0.0057180559	0.0031587697
Bacteria|Proteobacteria|Gammaproteobacteria	0.0012254902	0.0017939007	0.0000000000	0.0000000000	0.0000000000	0.0005733945	0.0018900344	0.0000000000	0.0003844380	0.0005032713	0.0000000000	0.0000000000	0.0011880012	0.0000000000	0.0016146394	0.0007486151	0.0004742708	0.0017594018	0.0009975062
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005733945	0.0006872852	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Neisseriaceae	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005733945	0.0006872852	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Neisseriaceae|Neisseria	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005733945	0.0006872852	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Neisseriaceae|Neisseria|meningitidis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005733945	0.0006872852	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.0000000000	0.0003986446	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003844380	0.0000000000	0.0000000000	0.0000000000	0.0003564004	0.0000000000	0.0010764263	0.0000000000	0.0004742708	0.0006597757	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.0000000000	0.0003986446	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003844380	0.0000000000	0.0000000000	0.0000000000	0.0003564004	0.0000000000	0.0010764263	0.0000000000	0.0004742708	0.0006597757	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia/Shigella	0.0000000000	0.0003986446	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003844380	0.0000000000	0.0000000000	0.0000000000	0.0003564004	0.0000000000	0.0010764263	0.0000000000	0.0004742708	0.0006597757	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia/Shigella|NA	0.0000000000	0.0003986446	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003844380	0.0000000000	0.0000000000	0.0000000000	0.0003564004	0.0000000000	0.0010764263	0.0000000000	0.0004742708	0.0006597757	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.0012254902	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0012027491	0.0000000000	0.0000000000	0.0005032713	0.0000000000	0.0000000000	0.0008316008	0.0000000000	0.0005382131	0.0007486151	0.0000000000	0.0010996261	0.0009975062
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0008591065	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0008591065	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|NA	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0008591065	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.0012254902	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003436426	0.0000000000	0.0000000000	0.0005032713	0.0000000000	0.0000000000	0.0008316008	0.0000000000	0.0005382131	0.0007486151	0.0000000000	0.0010996261	0.0009975062
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	0.0012254902	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003436426	0.0000000000	0.0000000000	0.0005032713	0.0000000000	0.0000000000	0.0008316008	0.0000000000	0.0005382131	0.0007486151	0.0000000000	0.0010996261	0.0009975062
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|NA	0.0012254902	0.0013952561	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003436426	0.0000000000	0.0000000000	0.0005032713	0.0000000000	0.0000000000	0.0008316008	0.0000000000	0.0005382131	0.0007486151	0.0000000000	0.0010996261	0.0009975062
Bacteria|Verrucomicrobiota	0.0015318627	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Verrucomicrobiota|Verrucomicrobiae	0.0015318627	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales	0.0015318627	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.0015318627	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.0015318627	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|muciniphila	0.0015318627	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004158004	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
